Date,Διεύθυνση (°)_kozani,Μέγιστη ένταση 3ώρου (knots)_kozani,Ένταση (knots)_kozani,Θερμ/σία (°C)_kozani,Σχετ.Υγρασία  (%)_kozani,Διεύθυνση (°)_agxialos,Μέγιστη ένταση 3ώρου (knots)_agxialos,Ένταση (knots)_agxialos,Θερμ/σία (°C)_agxialos,Σχετ.Υγρασία  (%)_agxialos,Διεύθυνση (°)_aktio,Μέγιστη ένταση 3ώρου (knots)_aktio,Ένταση (knots)_aktio,Θερμ/σία (°C)_aktio,Σχετ.Υγρασία  (%)_aktio,Διεύθυνση (°)_aleksandroupoli,Μέγιστη ένταση 3ώρου (knots)_aleksandroupoli,Θερμ/σία (°C)_aleksandroupoli,Σχετ.Υγρασία  (%)_aleksandroupoli,Διεύθυνση (°)_araxos,Μέγιστη ένταση 3ώρου (knots)_araxos,Ένταση (knots)_araxos,Θερμ/σία (°C)_araxos,Σχετ.Υγρασία  (%)_araxos,Διεύθυνση (°)_argos,Μέγιστη ένταση 3ώρου (knots)_argos,Ένταση (knots)_argos,Θερμ/σία (°C)_argos,Σχετ.Υγρασία  (%)_argos,Διεύθυνση (°)_florina,Μέγιστη ένταση 3ώρου (knots)_florina,Ένταση (knots)_florina,Θερμ/σία (°C)_florina,Σχετ.Υγρασία  (%)_florina,Διεύθυνση (°)_ioannina,Θερμ/σία (°C)_ioannina,Σχετ.Υγρασία  (%)_ioannina,Διεύθυνση (°)_kalamata,Μέγιστη ένταση 3ώρου (knots)_kalamata,Ένταση (knots)_kalamata,Θερμ/σία (°C)_kalamata,Σχετ.Υγρασία  (%)_kalamata,Διεύθυνση (°)_kavala,Μέγιστη ένταση 3ώρου (knots)_kavala,Ένταση (knots)_kavala,Θερμ/σία (°C)_kavala,Σχετ.Υγρασία  (%)_kavala,Energy (MWh)
1503878400000000000,0.0,4.0,0.0,21.4,31.0,70.0,10.0,5.0,27.4,53.0,60.0,5.0,4.0,22.6,80.0,10.0,26.0,10.6,70.0,10.0,7.0,3.0,24.4,51.0,236.9479353680431,11.0,5.0,9.3,99.0,110.24132730015083,3.0,2.0,7.1,91.0,0.0,18.0,84.0,0.0,10.0,0.0,24.6,56.0,60.0,7.0,4.0,13.0,79.0,651.58
1503964800000000000,120.0,14.0,11.0,22.2,43.0,130.0,11.0,3.0,22.2,80.0,250.0,18.0,13.0,27.6,62.0,40.0,20.0,11.6,73.0,290.0,12.0,6.0,31.6,26.0,236.9479353680431,11.0,3.0,18.9,44.0,220.0,10.0,2.0,13.0,74.0,0.0,10.9,99.0,330.0,9.0,6.0,18.0,60.0,70.0,14.0,9.0,19.2,63.0,484.33
1504051200000000000,0.0,4.0,0.0,17.2,92.0,140.0,12.0,6.0,22.2,82.0,120.0,7.0,4.0,24.0,72.0,70.0,16.0,10.8,73.0,0.0,5.0,0.0,19.8,84.0,340.0,8.0,3.0,6.5,100.0,110.24132730015083,10.0,4.0,24.5,31.0,0.0,22.4,57.0,170.0,16.0,14.0,29.2,41.0,0.0,9.0,0.0,17.6,72.0,534.0
1504137600000000000,0.0,4.0,0.0,16.6,82.0,90.0,19.0,12.0,29.0,49.0,113.43584305408271,12.0,3.0,19.6,90.0,10.0,23.0,9.4,64.0,0.0,3.0,0.0,28.8,42.0,290.0,18.0,6.0,16.9,31.0,0.0,0.0,0.0,17.9,60.0,0.0,11.9,92.0,0.0,5.0,0.0,20.2,78.0,50.0,7.0,4.0,14.6,82.0,665.42
1504224000000000000,0.0,4.0,0.0,19.2,81.0,160.0,16.0,4.0,23.0,76.0,40.0,14.0,6.0,19.6,88.0,10.0,32.0,12.4,56.0,0.0,10.0,0.0,25.0,78.0,340.0,7.0,3.0,2.2,100.0,110.24132730015083,7.0,3.0,11.4,83.0,0.0,9.6,95.0,0.0,7.0,0.0,21.2,64.0,50.0,14.0,7.0,17.4,92.0,629.88
1504310400000000000,0.0,4.0,0.0,19.4,86.0,110.0,21.0,15.0,25.4,65.0,113.43584305408271,10.0,3.0,25.2,66.0,40.0,29.0,9.8,69.0,100.0,15.0,8.0,18.4,100.0,90.0,12.0,5.0,14.6,58.0,110.24132730015083,10.0,2.0,14.6,84.0,0.0,9.7,99.0,0.0,8.0,0.0,19.8,86.0,0.0,6.0,0.0,14.6,96.0,614.62
1504396800000000000,0.0,4.0,0.0,20.6,73.0,290.0,7.0,3.0,19.4,89.0,60.0,18.0,11.0,23.2,75.0,50.0,12.0,8.8,97.0,0.0,6.0,0.0,21.4,84.0,236.9479353680431,6.0,4.0,16.0,48.0,110.24132730015083,10.0,4.0,21.8,57.0,0.0,20.9,50.0,280.0,18.0,8.0,24.8,81.0,260.0,19.0,7.0,18.2,60.0,588.96
1504483200000000000,0.0,4.0,0.0,16.8,53.0,160.0,19.0,7.0,25.0,65.0,110.0,25.0,11.0,26.8,50.0,0.0,6.0,7.8,83.0,0.0,7.0,0.0,24.4,83.0,100.0,4.0,1.0,9.1,98.0,110.24132730015083,16.0,4.0,25.6,42.0,0.0,6.9,56.0,120.0,31.0,16.0,20.8,91.0,90.0,9.0,5.0,18.2,55.0,644.17
1504569600000000000,330.0,12.0,10.0,17.0,48.0,270.0,14.0,8.0,21.2,78.0,0.0,7.0,0.0,21.4,80.0,98.60147213459517,10.0,6.8,85.0,20.0,15.0,9.0,23.2,82.0,236.9479353680431,6.0,3.0,5.1,99.0,110.0,16.0,8.0,25.0,48.0,0.0,12.6,100.0,170.0,16.0,7.0,26.6,69.0,0.0,7.0,0.0,14.4,78.0,555.62
1504656000000000000,0.0,4.0,0.0,13.6,89.0,110.0,14.0,12.0,27.4,53.0,40.0,9.0,4.0,27.2,52.0,0.0,4.0,5.2,91.0,220.0,44.0,10.0,19.8,98.0,236.9479353680431,12.0,2.0,19.8,23.0,110.24132730015083,8.0,1.0,15.6,82.0,0.0,12.6,99.0,0.0,6.0,0.0,22.6,83.0,0.0,7.0,0.0,11.6,81.0,668.38
1504742400000000000,0.0,4.0,0.0,16.4,62.0,280.0,10.0,6.0,21.2,75.0,60.0,7.0,5.0,20.8,84.0,0.0,4.0,8.4,84.0,0.0,3.0,0.0,21.6,94.0,236.9479353680431,9.0,3.0,16.3,55.0,200.0,12.0,6.0,21.2,61.0,0.0,18.6,61.0,160.0,25.0,6.0,30.6,30.0,60.0,7.0,5.0,13.0,81.0,636.96
1504828800000000000,0.0,4.0,0.0,17.4,83.0,100.0,16.0,12.0,28.0,48.0,113.43584305408271,6.0,3.0,25.0,65.0,0.0,5.0,6.4,91.0,300.0,11.0,5.0,27.8,46.0,236.9479353680431,7.0,2.0,3.9,55.0,0.0,3.0,0.0,20.7,65.0,0.0,7.3,100.0,0.0,6.0,0.0,23.2,72.0,40.0,12.0,8.0,13.2,75.0,583.71
1504915200000000000,0.0,4.0,0.0,19.4,79.0,260.0,6.0,4.0,21.2,75.0,0.0,8.0,0.0,22.2,72.0,220.0,16.0,12.0,53.0,0.0,3.0,0.0,22.0,87.0,90.0,12.0,7.0,22.4,34.0,0.0,6.0,0.0,15.4,85.0,0.0,20.7,44.0,320.0,6.0,4.0,23.0,75.0,110.0,8.0,4.0,17.4,67.0,447.25
1505001600000000000,0.0,4.0,0.0,16.0,90.0,310.0,9.0,4.0,21.4,77.0,40.0,6.0,4.0,19.8,89.0,0.0,10.0,8.4,81.0,0.0,3.0,0.0,22.8,87.0,350.0,7.0,3.0,6.4,99.0,30.0,12.0,6.0,22.2,64.0,0.0,12.9,89.0,130.0,11.0,5.0,27.2,51.0,0.0,5.0,0.0,11.4,90.0,577.83
1505088000000000000,0.0,4.0,0.0,18.2,84.0,110.0,17.0,12.0,27.2,47.0,260.0,12.0,9.0,27.2,55.0,0.0,6.0,6.8,88.0,260.0,12.0,3.0,26.6,66.0,160.0,13.0,6.0,19.7,54.0,310.0,12.0,7.0,17.2,59.0,0.0,12.8,100.0,0.0,7.0,0.0,19.6,86.0,120.0,11.0,6.0,20.0,60.0,593.25
1505174400000000000,0.0,4.0,0.0,19.2,65.0,250.0,8.0,5.0,18.0,67.0,60.0,15.0,7.0,21.8,73.0,220.0,8.0,10.8,65.0,0.0,4.0,0.0,19.8,98.0,236.9479353680431,9.0,5.0,20.4,44.0,350.0,14.0,6.0,23.4,30.0,0.0,15.4,100.0,120.0,7.0,5.0,27.4,48.0,30.0,11.0,5.0,15.6,87.0,609.92
1505260800000000000,0.0,4.0,0.0,19.6,58.0,110.0,18.0,13.0,26.4,49.0,260.0,12.0,6.0,28.6,52.0,20.0,16.0,9.0,71.0,68.66298342541437,12.0,3.0,27.2,60.0,236.9479353680431,12.0,5.0,20.7,55.0,110.24132730015083,8.0,3.0,26.9,36.0,0.0,12.6,99.0,300.0,7.0,4.0,18.8,88.0,50.0,12.0,9.0,14.4,91.0,631.54
1505347200000000000,200.0,7.0,4.0,17.4,63.0,250.0,6.0,4.0,18.0,76.0,0.0,5.0,0.0,20.6,81.0,30.0,20.0,10.2,48.0,0.0,4.0,0.0,19.8,96.0,350.0,8.0,4.0,5.4,97.0,360.0,10.0,6.0,18.5,59.0,0.0,15.0,100.0,0.0,6.0,0.0,27.4,48.0,70.0,21.0,10.0,13.4,66.0,619.67
1505433600000000000,0.0,4.0,0.0,18.2,49.0,350.0,9.0,4.0,29.6,35.0,40.0,13.0,10.0,22.6,66.0,0.0,5.0,2.2,82.0,0.0,7.0,0.0,26.6,57.0,340.0,16.0,9.0,22.3,25.0,320.0,18.0,8.0,16.9,61.0,0.0,13.8,100.0,350.0,14.0,8.0,23.8,67.0,70.0,15.0,8.0,9.4,64.0,614.0
1505520000000000000,0.0,6.0,0.0,18.4,60.0,320.0,8.0,5.0,22.8,57.0,270.0,14.0,10.0,27.4,48.0,240.0,17.0,10.6,56.0,0.0,2.0,0.0,21.6,94.0,320.0,16.0,9.0,22.3,18.0,110.24132730015083,6.0,3.0,18.6,63.0,0.0,15.0,99.0,300.0,6.0,4.0,18.0,90.0,80.0,20.0,12.0,17.2,35.0,616.08
1505606400000000000,0.0,4.0,0.0,19.6,57.0,0.0,10.0,0.0,16.8,72.0,60.0,8.0,5.0,20.8,76.0,240.0,20.0,10.4,70.0,0.0,3.0,0.0,18.0,93.0,30.0,9.0,2.0,9.6,94.0,250.0,16.0,1.0,19.3,53.0,0.0,10.8,85.0,160.0,11.0,7.0,27.2,53.0,50.0,9.0,4.0,9.0,68.0,593.0
1505692800000000000,0.0,4.0,0.0,21.8,36.0,130.0,14.0,6.0,26.0,39.0,250.0,14.0,9.0,26.2,66.0,240.0,14.0,14.8,83.0,0.0,9.0,0.0,22.6,75.0,360.0,7.0,3.0,5.5,93.0,20.0,14.0,6.0,29.0,26.0,0.0,13.4,69.0,330.0,8.0,5.0,17.2,88.0,140.0,11.0,4.0,16.2,47.0,606.75
1505779200000000000,0.0,4.0,0.0,18.2,65.0,240.0,7.0,5.0,18.2,64.0,50.0,12.0,7.0,20.0,71.0,220.0,14.0,12.8,74.0,0.0,3.0,0.0,18.2,91.0,236.9479353680431,13.0,4.0,21.8,37.0,110.24132730015083,7.0,3.0,21.7,55.0,0.0,10.6,86.0,160.0,16.0,10.0,27.8,49.0,0.0,7.0,0.0,11.2,80.0,572.17
1505865600000000000,310.0,6.0,4.0,19.8,53.0,50.0,13.0,4.0,23.8,72.0,240.0,14.0,10.0,26.0,68.0,190.0,13.0,15.8,53.0,360.0,9.0,4.0,23.8,68.0,320.0,14.0,7.0,11.4,62.0,0.0,12.0,0.0,19.4,79.0,0.0,16.4,68.0,310.0,7.0,6.0,18.2,89.0,60.0,10.0,4.0,17.4,52.0,556.79
1505952000000000000,0.0,4.0,0.0,13.2,60.0,50.0,11.0,8.0,28.6,46.0,50.0,10.0,6.0,22.6,75.0,0.0,5.0,6.8,88.0,230.0,9.0,3.0,26.6,59.0,10.0,9.0,5.0,4.5,89.0,110.24132730015083,11.0,2.0,20.1,69.0,0.0,9.2,99.0,350.0,10.0,4.0,23.4,71.0,60.0,7.0,5.0,12.2,81.0,581.62
1506038400000000000,220.0,10.0,7.0,10.6,87.0,0.0,10.0,0.0,24.0,55.0,250.0,17.0,11.0,26.4,67.0,200.0,12.0,19.0,56.0,0.0,8.0,0.0,24.2,79.0,236.9479353680431,6.0,2.0,9.9,80.0,110.24132730015083,16.0,5.0,17.5,65.0,0.0,19.4,70.0,0.0,7.0,0.0,18.8,81.0,160.0,12.0,9.0,19.6,55.0,626.67
1506124800000000000,0.0,4.0,0.0,11.4,69.0,280.0,16.0,14.0,32.8,30.0,60.0,11.0,6.0,22.6,79.0,70.0,10.0,8.4,84.0,0.0,6.0,0.0,28.0,60.0,320.0,20.0,10.0,13.7,62.0,110.24132730015083,8.0,3.0,13.9,59.0,0.0,13.1,95.0,20.0,16.0,7.0,24.4,66.0,40.0,10.0,7.0,14.4,89.0,623.17
1506211200000000000,0.0,4.0,0.0,12.2,65.0,220.0,7.0,5.0,21.4,65.0,150.0,7.0,2.0,23.2,83.0,0.0,25.0,14.8,50.0,0.0,3.0,0.0,19.6,96.0,330.0,12.0,8.0,13.8,58.0,110.24132730015083,18.0,3.0,18.0,53.0,0.0,18.0,75.0,0.0,6.0,0.0,29.6,36.0,0.0,7.0,0.0,14.6,82.0,549.17
1506297600000000000,220.0,6.0,5.0,14.0,86.0,110.0,12.0,7.0,24.4,62.0,80.0,9.0,4.0,23.6,81.0,30.0,14.0,9.0,51.0,280.0,8.0,4.0,27.0,67.0,350.0,5.0,4.0,6.5,95.0,110.24132730015083,4.0,1.0,18.8,60.0,0.0,8.2,100.0,0.0,5.0,0.0,22.6,80.0,70.0,6.0,4.0,12.0,88.0,355.79
1506384000000000000,310.0,8.0,6.0,13.6,73.0,0.0,10.0,0.0,18.4,75.0,0.0,4.0,0.0,21.4,83.0,50.0,20.0,14.4,65.0,0.0,8.0,0.0,22.4,94.0,100.0,4.0,2.0,6.3,97.0,0.0,6.0,0.0,11.9,85.0,0.0,20.8,44.0,0.0,7.0,0.0,31.2,34.0,0.0,7.0,0.0,15.6,93.0,452.62
1506470400000000000,0.0,5.0,0.0,12.6,79.0,270.0,18.0,6.0,22.4,52.0,200.0,23.0,13.0,19.4,90.0,90.0,18.0,16.4,42.0,230.0,17.0,7.0,27.6,70.0,180.0,17.0,9.0,17.9,59.0,110.24132730015083,9.0,3.0,29.3,23.0,0.0,10.8,87.0,320.0,7.0,6.0,19.0,87.0,90.0,10.0,7.0,19.4,61.0,485.75
1506556800000000000,0.0,4.0,0.0,13.4,91.0,320.0,11.0,5.0,25.4,39.0,0.0,5.0,0.0,17.6,90.0,0.0,7.0,5.4,84.0,210.0,48.0,10.0,20.4,83.0,90.0,16.0,4.0,16.6,83.0,110.24132730015083,4.0,1.0,15.5,74.0,0.0,9.0,90.0,110.0,10.0,7.0,28.8,58.0,30.0,10.0,6.0,13.4,86.0,321.29
1506643200000000000,310.0,10.0,9.0,12.8,61.0,140.0,19.0,6.0,21.0,77.0,260.0,16.0,12.0,24.6,55.0,220.0,13.0,18.0,53.0,0.0,24.0,0.0,23.0,85.0,236.9479353680431,5.0,3.0,10.7,100.0,110.24132730015083,9.0,1.0,25.7,34.0,0.0,9.8,99.0,0.0,4.0,0.0,20.4,90.0,120.0,14.0,9.0,17.6,61.0,330.79
1506729600000000000,0.0,5.0,0.0,11.4,76.0,290.0,11.0,8.0,17.8,82.0,60.0,10.0,5.0,18.4,88.0,0.0,13.0,7.4,83.0,0.0,10.0,0.0,19.4,99.0,90.0,7.0,4.0,20.5,53.0,0.0,3.0,0.0,14.6,80.0,0.0,8.7,100.0,0.0,13.0,0.0,20.8,80.0,20.0,8.0,4.0,14.4,72.0,319.92
1506816000000000000,0.0,5.0,0.0,8.8,81.0,310.0,10.0,5.0,16.8,72.0,240.0,15.0,5.0,22.0,63.0,40.0,11.0,15.0,60.0,0.0,10.0,0.0,19.0,90.0,236.9479353680431,5.0,2.0,12.6,81.0,110.24132730015083,10.0,3.0,32.9,20.0,0.0,19.7,58.0,0.0,5.0,0.0,19.8,93.0,0.0,7.0,0.0,16.4,75.0,439.58
1506902400000000000,0.0,4.0,0.0,12.2,88.0,110.0,15.0,11.0,23.8,32.0,113.43584305408271,8.0,3.0,23.6,64.0,30.0,29.0,8.8,50.0,270.0,8.0,3.0,25.0,63.0,236.9479353680431,7.0,2.0,13.1,71.0,110.24132730015083,34.0,4.0,18.6,84.0,0.0,13.9,88.0,0.0,11.0,0.0,18.6,79.0,80.0,14.0,10.0,15.0,68.0,495.67
1506988800000000000,0.0,4.0,0.0,11.6,90.0,260.0,8.0,6.0,14.8,74.0,30.0,16.0,9.0,20.0,64.0,0.0,10.0,3.0,79.0,0.0,5.0,0.0,18.8,100.0,90.0,16.0,9.0,21.6,32.0,0.0,3.0,0.0,14.3,82.0,0.0,15.8,92.0,350.0,13.0,6.0,27.0,45.0,90.0,24.0,17.0,11.4,53.0,553.54
1507075200000000000,330.0,6.0,4.0,10.4,87.0,280.0,7.0,4.0,13.6,82.0,270.0,15.0,9.0,24.2,47.0,60.0,23.0,17.0,33.0,0.0,11.0,0.0,22.6,69.0,340.0,11.0,2.0,9.8,93.0,250.0,23.0,7.0,36.1,14.0,0.0,17.4,95.0,0.0,6.0,0.0,17.0,88.0,80.0,21.0,15.0,15.2,32.0,587.92
1507161600000000000,0.0,4.0,0.0,12.4,76.0,40.0,12.0,7.0,23.6,31.0,40.0,16.0,10.0,20.4,61.0,20.0,14.0,10.6,58.0,40.0,19.0,14.0,24.0,53.0,180.0,15.0,6.0,19.7,48.0,240.0,14.0,7.0,36.0,14.0,0.0,14.0,100.0,320.0,15.0,4.0,21.4,71.0,70.0,7.0,4.0,6.8,65.0,593.25
1507248000000000000,0.0,4.0,0.0,13.8,67.0,0.0,7.0,0.0,12.8,76.0,0.0,3.0,0.0,16.8,75.0,120.0,10.0,11.4,59.0,80.0,9.0,4.0,17.0,72.0,236.9479353680431,10.0,1.0,10.2,91.0,0.0,7.0,0.0,16.9,61.0,0.0,19.1,71.0,170.0,10.0,5.0,25.2,53.0,40.0,9.0,4.0,10.0,82.0,528.67
1507334400000000000,0.0,4.0,0.0,14.4,93.0,20.0,11.0,8.0,20.6,56.0,20.0,10.0,2.0,25.2,24.0,240.0,20.0,18.6,47.0,40.0,16.0,7.0,22.0,53.0,236.9479353680431,5.0,1.0,10.0,87.0,250.0,19.0,7.0,35.5,14.0,0.0,13.0,100.0,320.0,6.0,4.0,16.2,86.0,0.0,8.0,0.0,16.2,52.0,388.71
1507420800000000000,320.0,10.0,8.0,8.2,62.0,110.0,13.0,7.0,21.0,57.0,40.0,10.0,6.0,17.4,74.0,40.0,32.0,17.4,40.0,68.66298342541437,9.0,3.0,24.6,35.0,360.0,6.0,3.0,8.5,99.0,30.0,21.0,12.0,24.7,31.0,0.0,10.8,100.0,130.0,12.0,6.0,24.2,53.0,20.0,8.0,4.0,12.2,76.0,666.33
1507507200000000000,0.0,4.0,0.0,8.0,62.0,230.0,9.0,6.0,12.2,76.0,0.0,12.0,0.0,18.6,71.0,60.0,20.0,12.8,45.0,0.0,4.0,0.0,13.2,90.0,360.0,6.0,2.0,6.5,100.0,110.24132730015083,13.0,4.0,15.4,58.0,0.0,23.1,55.0,330.0,9.0,4.0,18.4,58.0,0.0,10.0,0.0,15.0,39.0,621.5
1507593600000000000,0.0,5.0,4.0,7.4,75.0,0.0,12.0,0.0,17.0,66.0,50.0,12.0,8.0,23.6,48.0,50.0,15.0,7.6,67.0,0.0,10.0,0.0,24.4,45.0,236.9479353680431,5.0,3.0,11.8,93.0,110.24132730015083,15.0,1.0,20.7,38.0,0.0,8.5,77.0,0.0,4.0,0.0,16.2,88.0,0.0,5.0,0.0,4.0,67.0,587.62
1507680000000000000,0.0,5.5,6.0,10.4,75.0,260.0,8.0,4.0,13.8,75.0,40.0,11.0,3.0,25.4,35.0,70.0,20.0,14.2,39.0,0.0,5.0,0.0,19.4,76.0,100.0,5.0,3.0,12.2,86.0,110.24132730015083,9.0,2.0,16.9,47.0,0.0,9.4,99.0,0.0,5.0,0.0,16.6,81.0,190.0,8.0,4.0,14.0,39.0,460.67
1507766400000000000,0.0,5.75,7.0,10.2,84.0,330.0,11.0,7.0,24.2,37.0,60.0,15.0,9.0,20.4,53.0,30.0,15.0,9.0,65.0,0.0,7.0,0.0,17.0,79.0,90.0,20.0,7.0,21.3,46.0,110.24132730015083,12.0,5.0,27.9,22.0,0.0,15.6,94.0,180.0,11.0,6.0,23.8,45.0,30.0,7.0,4.0,6.0,64.0,596.71
1507852800000000000,0.0,5.875,7.5,12.6,65.0,150.0,9.0,5.0,18.4,57.0,50.0,15.0,9.0,23.8,38.0,70.0,22.0,16.4,45.0,40.0,17.0,10.0,24.0,53.0,236.9479353680431,8.0,3.0,9.5,100.0,120.0,4.0,2.0,7.8,79.0,0.0,13.4,99.0,0.0,6.0,0.0,16.6,85.0,0.0,3.0,0.0,4.6,81.0,607.62
1507939200000000000,330.0,5.9375,8.0,13.2,58.0,20.0,8.0,6.0,25.4,35.0,30.0,11.0,7.0,18.2,63.0,0.0,6.0,11.6,78.0,0.0,12.0,0.0,20.4,49.0,236.9479353680431,4.0,2.0,9.1,100.0,110.24132730015083,8.0,1.0,12.8,74.0,0.0,16.6,59.0,150.0,9.0,8.0,25.6,37.0,0.0,12.0,0.0,12.2,78.0,616.92
1508025600000000000,0.0,5.96875,0.0,10.6,70.0,0.0,11.0,0.0,19.6,63.0,113.43584305408271,12.0,3.0,23.2,46.0,140.0,17.0,18.6,55.0,40.0,23.0,11.0,25.4,35.0,160.0,21.0,7.0,25.6,33.0,350.0,16.0,8.0,31.6,18.0,0.0,14.3,56.0,0.0,6.0,0.0,16.6,73.0,0.0,3.0,0.0,7.4,88.0,616.38
1508112000000000000,0.0,5.984375,0.0,14.8,62.0,80.0,9.0,6.0,24.6,49.0,50.0,9.0,7.0,18.6,84.0,270.0,12.0,11.8,92.0,0.0,8.0,0.0,20.0,54.0,236.9479353680431,9.0,5.0,11.5,43.0,260.0,9.0,2.0,26.6,33.0,0.0,12.6,56.0,0.0,13.0,0.0,26.2,34.0,50.0,5.0,3.0,11.2,90.0,604.17
1508198400000000000,0.0,5.9921875,0.0,11.8,69.0,260.0,7.0,4.0,15.6,69.0,260.0,14.0,9.0,23.6,58.0,0.0,7.0,10.8,90.0,0.0,5.0,0.0,15.2,89.0,340.0,12.0,7.0,10.9,73.0,110.24132730015083,10.0,2.0,31.3,29.0,0.0,15.0,59.0,0.0,8.0,0.0,15.4,65.0,90.0,14.0,11.0,15.2,54.0,600.83
1508284800000000000,0.0,5.99609375,0.0,10.6,70.0,0.0,12.0,0.0,21.6,68.0,70.0,8.0,5.0,19.6,79.0,230.0,23.0,16.4,66.0,270.0,10.0,4.0,25.2,54.0,236.9479353680431,14.0,4.0,13.4,58.0,110.24132730015083,13.0,2.0,35.5,24.0,0.0,9.6,99.0,320.0,11.0,5.0,18.4,62.0,40.0,9.0,4.0,10.8,75.0,546.96
1508371200000000000,0.0,5.998046875,0.0,10.8,70.0,70.0,15.0,6.0,32.4,24.0,30.0,12.0,4.0,18.0,83.0,80.0,14.0,9.0,91.0,0.0,3.0,0.0,13.6,100.0,236.9479353680431,7.0,4.0,7.3,97.0,110.24132730015083,8.0,4.0,36.6,20.0,0.0,17.4,75.0,0.0,7.0,0.0,25.8,36.0,0.0,9.0,0.0,15.2,87.0,549.38
1508457600000000000,0.0,5.9990234375,0.0,12.2,49.0,340.0,10.0,7.0,22.8,50.0,260.0,13.0,8.0,25.8,53.0,0.0,10.0,6.4,82.0,0.0,9.0,0.0,19.6,88.0,90.0,15.0,1.0,13.7,82.0,110.24132730015083,12.0,4.0,35.8,11.0,0.0,15.3,39.0,320.0,7.0,5.0,15.4,87.0,0.0,5.0,0.0,19.6,75.0,545.5
1508544000000000000,0.0,5.99951171875,0.0,10.8,68.0,290.0,12.0,7.0,22.0,50.0,40.0,10.0,5.0,18.8,81.0,0.0,19.0,7.2,91.0,0.0,7.0,0.0,25.2,61.0,180.0,15.0,6.0,19.9,55.0,110.24132730015083,13.0,5.0,34.9,14.0,0.0,0.8,90.0,360.0,13.0,6.0,26.2,49.0,0.0,5.0,0.0,11.8,92.0,536.0
1508630400000000000,0.0,5.999755859375,0.0,11.2,64.0,280.0,10.0,6.0,18.2,56.0,240.0,13.0,7.0,26.6,58.0,240.0,12.0,14.6,56.0,0.0,3.0,0.0,18.0,93.0,360.0,6.0,2.0,5.0,99.0,320.0,11.0,6.0,21.8,42.0,0.0,15.7,43.0,300.0,13.0,6.0,17.0,77.0,50.0,13.0,8.0,19.4,77.0,554.42
1508716800000000000,0.0,5.9998779296875,0.0,12.6,86.0,0.0,6.0,0.0,13.8,67.0,0.0,3.0,0.0,18.2,90.0,98.60147213459517,6.0,8.4,75.0,270.0,9.0,4.0,26.8,68.0,236.9479353680431,14.0,5.0,24.7,33.0,200.0,6.0,4.0,17.3,85.0,0.0,0.4,99.0,180.0,7.0,4.0,26.4,54.0,30.0,13.0,6.0,17.4,96.0,293.5
1508803200000000000,330.0,5.99993896484375,6.0,7.2,91.0,80.0,14.0,8.0,23.0,51.0,290.0,17.0,7.0,23.2,61.0,340.0,11.0,9.6,79.0,0.0,6.0,0.0,16.2,99.0,90.0,14.0,4.0,22.2,50.0,110.24132730015083,9.0,4.0,18.6,53.0,0.0,6.2,100.0,310.0,8.0,7.0,21.0,72.0,200.0,13.0,4.0,19.8,83.0,463.75
1508889600000000000,360.0,5.999969482421875,12.0,7.6,80.0,260.0,8.0,4.0,12.4,72.0,0.0,10.0,0.0,22.6,43.0,240.0,16.0,16.8,41.0,280.0,15.0,7.0,23.0,76.0,180.0,15.0,8.0,26.4,34.0,340.0,14.0,6.0,13.2,77.0,0.0,12.8,94.0,0.0,8.0,0.0,20.4,86.0,200.0,23.0,17.0,20.0,81.0,363.42
1508976000000000000,20.0,5.9999847412109375,6.0,7.4,74.0,160.0,17.0,5.0,16.6,96.0,40.0,7.0,4.0,15.6,79.0,40.0,22.0,22.2,38.0,270.0,10.0,4.0,24.0,50.0,90.0,14.0,3.0,17.5,86.0,110.24132730015083,12.0,2.0,16.3,67.0,0.0,10.9,78.0,360.0,17.0,10.0,30.0,22.0,260.0,19.0,6.0,14.2,82.0,496.0
1509062400000000000,300.0,6.0,4.0,8.6,73.0,310.0,13.0,9.0,23.8,47.0,250.0,14.0,6.0,21.2,49.0,60.0,15.0,11.2,57.0,0.0,5.0,0.0,13.4,95.0,90.0,15.0,7.0,30.3,19.0,110.24132730015083,3.0,1.0,13.1,88.0,0.0,14.4,94.0,360.0,12.0,8.0,19.2,72.0,220.0,16.0,11.0,18.2,48.0,571.46
1509148800000000000,120.0,22.0,21.0,9.6,52.0,0.0,7.0,0.0,14.0,89.0,80.0,10.0,6.0,17.2,75.0,0.0,10.0,10.8,80.0,0.0,7.0,0.0,16.8,81.0,350.0,5.0,2.0,11.7,94.0,0.0,3.0,0.0,11.6,87.0,0.0,13.4,96.0,0.0,13.0,0.0,19.0,65.0,10.0,8.0,4.0,7.0,91.0,308.21
1509235200000000000,0.0,4.0,0.0,2.2,78.0,100.0,12.0,9.0,22.2,58.0,320.0,9.0,3.0,15.8,91.0,240.0,14.0,21.0,46.0,0.0,7.0,0.0,21.4,63.0,236.9479353680431,6.0,2.0,11.5,93.0,0.0,4.0,0.0,13.8,85.0,0.0,8.4,100.0,20.0,11.0,10.0,24.6,33.0,110.0,12.0,4.0,13.8,71.0,586.38
